checkpoints/train_final_2023-12-01_04:10:49.900300 rchoice:0 eps:3e-05,65.87187400100038,70.50459078264743,69.48713801415043,70.18851691677737,68.01408129378275,69.29260890495436,71.41367677301422,72.70453946936898,69.4096824062874,70.75869595207061,70.64223987259228,71.97084625626806,73.6030110657968,71.44237662417764,72.46120950225797,73.15269575553363,73.53095474216074,73.01622102625794,70.51323130784523,70.42140324565905,70.71300781104004,69.89854398778921,71.17418335236856,70.53937603515196,71.90410522655891
checkpoints/train_final_2023-12-01_04:10:49.900300 rchoice:0 eps:0.0001,67.5912863867292,74.96552779206492,69.52411928712655,72.27855917406676,72.69068654935754,69.78135837814592,72.8479592838489,71.90417556535678,71.95289555036817,71.12216275694271,71.83494300230619,71.46110661776898,71.71712493565359,71.87287974871671,71.51018336783373,73.64488612987289,73.33298448507352,73.60729114503145,70.80644732265657,72.26150609527797,70.60587918465853,71.5940470544342,70.36988530162071,71.86814636669624,72.56716221100895
checkpoints/train_final_2023-12-01_04:10:49.900300 rchoice:0 eps:0.0003,69.012474357702,67.78910017970885,71.11863815323719,69.6696816045812,68.03019176457923,69.12822056051056,71.46322619077942,70.9775927194779,72.61906681423719,72.32956889269784,73.06302723536153,71.7880550606965,72.24858255165212,74.1459835900106,73.90687318250217,73.97150246016805,73.40889486169291,74.7684329673373,70.56463007444918,72.65105256358294,72.12674516724744,71.82863694623474,71.80391524171415,72.25329899517581,73.88639457393958
checkpoints/train_final_2023-12-01_04:10:49.900300 rchoice:1 eps:3e-05,34.46104951225715,33.57729732770839,35.43204455893712,36.779943504388996,34.45540865207313,36.21366466663912,36.24629083997916,36.54197983321096,38.14498489707965,38.14840920988211,40.449977474787836,40.599614404068376,41.04952883738234,40.39588310692009,40.57508750333897,42.70658531534208,42.88019382512232,41.36380099315091,38.8426605770222,38.82170671519609,38.93071218045199,38.91822845802928,38.67416571781665,39.00699544027085,41.04969581047348
checkpoints/train_final_2023-12-01_04:10:49.900300 rchoice:1 eps:0.0001,32.7314918550871,34.14633178258463,36.288142064840855,35.33187341579509,36.65903795190651,36.747807550013434,37.23066652732299,37.47531490342119,38.50768088680287,38.2591377238664,41.49138936654526,40.42749953155023,40.95594578912722,41.30921953966092,41.02249236111907,42.70350331142505,42.60792294746397,42.067463788154406,38.627367354919876,39.00822675264751,38.81842120129828,39.7513396529925,39.32134219878774,39.010038300869354,41.608095650887215
checkpoints/train_final_2023-12-01_04:10:49.900300 rchoice:1 eps:0.0003,35.56727779856086,38.94576127678815,33.65491122702295,35.7296616402987,37.85393880777418,36.88650842539578,38.28447786903286,37.828446694390514,37.91413850054815,39.13226167894707,41.10648638465183,41.27404374115756,41.77879390889507,41.90293754259712,41.867903102985274,43.583840170445065,43.62198145585411,42.54988317809076,39.830559985668415,39.777649547312016,39.81470018570017,39.818412333106814,39.658657079462785,40.16877907436234,41.805001951361156
checkpoints/train_final_2023-12-01_10:02:33.688414 rchoice:0 eps:3e-05,110.83681905718693,100.6525879070228,101.30319515887734,107.33038538972538,105.22287182089875,102.66061238799358,103.09300008568314,104.2981013048211,104.85004668395804,107.26653983192838,104.37527144470872,103.77045450857224,105.4818083727728,106.2054016959476,106.5220047689678,108.51353080115197,105.03217850100583,105.65176876796112,104.686271490566,106.03981377418181,103.49365943795614,105.19625351292545,104.4888446370063,105.96103480222597,106.38370824421821
checkpoints/train_final_2023-12-01_10:02:33.688414 rchoice:0 eps:0.0001,100.54355713189157,104.45487747621664,103.47555878109691,105.20353473591194,103.09447802043077,101.64397245978031,103.98954976573896,105.9098679014664,106.83759187281412,103.48046886441527,107.96562440988737,106.25344430987093,105.65293260801946,104.83726991223399,107.11028406183614,106.96681694564761,108.72958786704515,107.50703172822448,106.50826176668832,103.48946891079594,106.20801172409718,105.41035155993352,106.09976053948361,106.26090650893602,107.18754608089135
checkpoints/train_final_2023-12-01_10:02:33.688414 rchoice:0 eps:0.0003,102.27349666099255,113.64547351651825,97.86205560742552,103.68798230469433,103.55848670916124,102.7831222964531,107.0970831692801,106.93947970075529,104.04099372715476,104.64730626449432,106.19574802029675,106.34982553613459,105.081465815011,107.14209473337462,106.83031810993488,106.24535480183977,107.31679668785102,107.25744478298424,104.35227449836663,106.43126436854783,108.26331772540632,105.34647304437487,103.53238003972497,107.23509801598821,106.98969307875926
checkpoints/train_final_2023-12-01_10:02:33.688414 rchoice:1 eps:3e-05,49.71708375831383,50.4957860099425,52.69028374858143,50.28442359035205,53.54179471944941,53.05435468957018,52.154702304860216,54.024034594909786,53.473309361680805,53.71790900206202,56.24744304764076,56.612406841908204,56.06063506790542,56.64566998201048,55.665554797952524,57.31750052619164,57.15065392784221,56.09617639713473,54.24123827702094,54.39338840111348,54.26138169877034,53.9990032893315,55.04825754904996,54.284310943087654,56.67077425845058
checkpoints/train_final_2023-12-01_10:02:33.688414 rchoice:1 eps:0.0001,55.37165401906773,49.89321682671363,49.06986505612692,52.47443452834692,52.595348242783416,51.25102400764361,53.720546553373104,54.66397731752808,56.101934937381614,53.827735850312685,56.843127902667675,57.244876658216825,56.30882800632404,56.91043017982742,55.849700142651585,56.951205531205204,57.94770216015273,56.8342237259767,54.339659517623296,54.90927125882694,54.86877487369616,55.95058616821293,56.19019182903731,54.95544413737491,57.231527458138295
